data;orientacao;midia;tipo_midia;campanha;investimento;impressoes;cliques;visitas;pedidos
02/07/2024;conversao;midia1;tipo2;pmax;76600,55947;3518635;72964;45668;588
02/07/2024;conversao;midia1;tipo1;search;17432,1265;37087;9212;7739;448
03/07/2024;afiliados;midia3;tipo2;afiliados;325373,9596;119670671;566770;2828;206
03/07/2024;afiliados;midia3;tipo1;afiliados;3999,069999;17875;1352;1161;43
03/07/2024;consideracao;midia2;tipo3;ppl;102519,91;8478829;27966;7449;592
03/07/2024;consideracao;midia1;tipo1;1p-2p;88762,65262;67765;13840;11652;1308
03/07/2024;consideracao;midia1;tipo1;3p;5032,821518;12632;1072;819;38
03/07/2024;consideracao;midia1;tipo1;dsa;1382,750567;19800;1060;101;11
03/07/2024;consideracao;midia1;tipo1;termos;69,093371;123;18;15;1
03/07/2024;consideracao;midia6;tipo2;instantpage;1174,24;195546;11637;8490;0
03/07/2024;consideracao;midia6;tipo3;display;3119,72;230362;989;243;4
03/07/2024;consideracao;midia7;tipo2;instantpage;2200;347332;97465;;
03/07/2024;conversao;midia1;tipo2;demandgen;10712,37844;1018057;10108;3768;8
03/07/2024;conversao;midia1;tipo2;pmax;92800,50936;4778668;80691;53723;665
03/07/2024;conversao;midia1;tipo1;search;14025,14275;31461;7569;6724;468
04/07/2024;afiliados;midia3;tipo2;afiliados;415960,867;138431883;688463;2912;206
04/07/2024;afiliados;midia3;tipo1;afiliados;4002,459999;26582;1408;1230;43
04/07/2024;consideracao;midia2;tipo3;ppl;88323,72;6829213;24363;7063;430
04/07/2024;consideracao;midia1;tipo1;1p-2p;85761,31856;64850;13264;11620;1449
04/07/2024;consideracao;midia1;tipo1;3p;3635,016274;11449;847;640;37
04/07/2024;consideracao;midia1;tipo1;dsa;1236,345455;19943;961;131;19
04/07/2024;consideracao;midia1;tipo1;termos;22,22;80;6;9;0
04/07/2024;consideracao;midia6;tipo2;instantpage;1119,17;190462;13072;9455;3
04/07/2024;consideracao;midia6;tipo3;display;3798,26;262998;758;213;7
04/07/2024;consideracao;midia7;tipo2;instantpage;2199,999999;409327;113834;;
04/07/2024;conversao;midia2;tipo3;alcance-com;590,38;469128;199;108;0
04/07/2024;conversao;midia2;tipo3;ppl;872,039999;717010;309;;
04/07/2024;conversao;midia2;tipo3;propensao;7784,709999;646147;1593;903;74
04/07/2024;conversao;midia1;tipo2;demandgen;8811,305235;778155;6664;2411;3
04/07/2024;conversao;midia1;tipo2;pmax;90130,2998;4179271;82190;56035;672
04/07/2024;conversao;midia1;tipo1;search;14269,81111;30668;7532;6553;514
05/07/2024;afiliados;midia3;tipo2;afiliados;299424,9375;109455093;551012;4234;340
05/07/2024;afiliados;midia3;tipo1;afiliados;3726,279999;27080;1317;1125;30
05/07/2024;consideracao;midia2;tipo3;ppl;55795,29;3769184;15904;2703;95
05/07/2024;consideracao;midia1;tipo1;1p-2p;82580,32895;60224;12633;11405;1906
05/07/2024;consideracao;midia1;tipo1;3p;5198,630666;13496;1078;788;44
05/07/2024;consideracao;midia1;tipo1;dsa;1668,991455;24275;1070;150;8
05/07/2024;consideracao;midia1;tipo1;termos;36,271439;105;9;10;0
05/07/2024;consideracao;midia6;tipo2;instantpage;971,43;128186;9012;8824;1
05/07/2024;consideracao;midia6;tipo3;display;3393,3;267995;778;196;4
05/07/2024;consideracao;midia7;tipo2;instantpage;2199,999999;399950;107266;;
05/07/2024;conversao;midia2;tipo3;alcance-com;2220,22;1422297;747;304;1
05/07/2024;conversao;midia2;tipo3;ppl;2715,56;1758957;921;;
05/07/2024;conversao;midia2;tipo3;propensao;23704,69;1432485;3652;2042;190
05/07/2024;conversao;midia1;tipo2;demandgen;5572,378396;453128;4088;1571;6
05/07/2024;conversao;midia1;tipo2;pmax;73041,23174;3422222;67362;48607;621
05/07/2024;conversao;midia1;tipo1;search;13734,48444;31751;7849;6731;461
06/07/2024;afiliados;midia3;tipo2;afiliados;268246,9376;75329381;402072;2970;200
06/07/2024;afiliados;midia3;tipo1;afiliados;1546,009999;21906;589;488;14
06/07/2024;consideracao;midia2;tipo3;ppl;52786,9;3972503;17230;2827;86
06/07/2024;consideracao;midia1;tipo1;1p-2p;70316,18878;47787;9865;8232;1105
06/07/2024;consideracao;midia1;tipo1;3p;5241,228467;12070;1057;779;31
06/07/2024;consideracao;midia1;tipo1;dsa;1614,650094;27914;1039;131;9
06/07/2024;consideracao;midia1;tipo1;termos;54,171678;102;11;8;0
06/07/2024;consideracao;midia6;tipo2;instantpage;1018,92;164332;12372;9808;0
06/07/2024;consideracao;midia6;tipo3;display;3426,86;370362;1261;240;10
06/07/2024;consideracao;midia7;tipo2;instantpage;2200;408702;113107;;
06/07/2024;conversao;midia2;tipo3;alcance-com;2536,91;1349490;829;396;0
06/07/2024;conversao;midia2;tipo3;ppl;2806,25;1495057;921;;
06/07/2024;conversao;midia2;tipo3;propensao;24069,43;1482775;3893;2289;204
06/07/2024;conversao;midia1;tipo2;demandgen;10735,06637;996908;9301;3520;2
06/07/2024;conversao;midia1;tipo2;pmax;111577,2004;7574915;128453;84171;738
06/07/2024;conversao;midia1;tipo1;search;12163,42937;20090;5500;4638;291
07/07/2024;afiliados;midia3;tipo2;afiliados;254964,0406;88961603;416035;2446;148
07/07/2024;afiliados;midia3;tipo1;afiliados;1032,679997;19175;427;366;12
07/07/2024;consideracao;midia2;tipo3;ppl;57568,25;4804534;18171;2926;92
07/07/2024;consideracao;midia1;tipo1;1p-2p;54393,92757;38043;7961;6348;542
07/07/2024;consideracao;midia1;tipo1;3p;5354,826464;11381;1092;801;34
07/07/2024;consideracao;midia1;tipo1;dsa;1609,538044;27096;934;139;11
07/07/2024;consideracao;midia1;tipo1;termos;12,56;74;2;6;0
07/07/2024;consideracao;midia6;tipo2;instantpage;1023,1;266496;14091;10588;0
07/07/2024;consideracao;midia6;tipo3;display;3073,46;413134;1312;256;13
07/07/2024;consideracao;midia7;tipo2;instantpage;2200;429892;118213;;
07/07/2024;conversao;midia2;tipo3;alcance-com;2612,25;1193308;826;375;1
07/07/2024;conversao;midia2;tipo3;ppl;2936,259999;1340257;951;;
07/07/2024;conversao;midia2;tipo3;propensao;26370,55;1661483;4298;2476;203
07/07/2024;conversao;midia1;tipo2;demandgen;8099,293168;773380;6437;2441;6
07/07/2024;conversao;midia1;tipo2;pmax;97167,57978;5574189;106616;70906;748
07/07/2024;conversao;midia1;tipo1;search;9170,043715;15024;4257;3632;232
08/07/2024;afiliados;midia3;tipo2;afiliados;345129,1706;113959235;464151;4945;430
08/07/2024;afiliados;midia3;tipo1;afiliados;3776,4;51951;1640;1299;42
08/07/2024;consideracao;midia2;tipo3;ppl;72664,27;5277360;20692;2825;95
08/07/2024;consideracao;midia1;tipo1;1p-2p;94689,43422;65212;13225;11025;1535
08/07/2024;consideracao;midia1;tipo1;3p;6458,050254;11970;1241;947;56
08/07/2024;consideracao;midia1;tipo1;dsa;2738,850394;27926;1673;170;10
08/07/2024;consideracao;midia1;tipo1;termos;106,913398;320;35;26;1
08/07/2024;consideracao;midia6;tipo2;instantpage;1286,93;402498;14567;9013;2
08/07/2024;consideracao;midia6;tipo3;display;2954,37;423732;1336;273;7
08/07/2024;consideracao;midia7;tipo2;instantpage;2200;437161;131662;;
08/07/2024;conversao;midia2;tipo3;alcance-com;2488,42;1003468;727;348;1
08/07/2024;conversao;midia2;tipo3;ppl;2888,44;1163941;778;;
08/07/2024;conversao;midia2;tipo3;propensao;26248,52;1331095;3636;2117;250
08/07/2024;conversao;midia1;tipo2;demandgen;8524,190287;755460;6949;2373;8
08/07/2024;conversao;midia1;tipo2;pmax;94696,92061;4519159;89183;66782;779
08/07/2024;conversao;midia1;tipo1;search;16237,29903;39326;8689;7005;404
09/07/2024;afiliados;midia3;tipo2;afiliados;424781,9539;114006576;452208;3776;278
09/07/2024;afiliados;midia3;tipo1;afiliados;3367,409999;53184;1365;1140;36
09/07/2024;consideracao;midia2;tipo3;ppl;77941,07;5380662;24180;3128;134
09/07/2024;consideracao;midia1;tipo1;1p-2p;90901,7115;64040;13266;11011;1593
09/07/2024;consideracao;midia1;tipo1;3p;5803,735506;11787;1161;892;50
09/07/2024;consideracao;midia1;tipo1;dsa;2475,152371;27586;1410;167;13
09/07/2024;consideracao;midia1;tipo1;termos;87,931029;158;19;11;0
09/07/2024;consideracao;midia6;tipo2;instantpage;1164,33;307454;12343;11681;0
09/07/2024;consideracao;midia6;tipo3;display;4030,95;395324;1220;295;9
09/07/2024;consideracao;midia7;tipo2;instantpage;2199,999999;513997;146902;;
09/07/2024;conversao;midia2;tipo3;alcance-com;2464,26;904329;657;319;2
09/07/2024;conversao;midia2;tipo3;ppl;2785,54;1023682;786;;
09/07/2024;conversao;midia2;tipo3;propensao;30201,07;1640217;4686;2789;270
09/07/2024;conversao;midia1;tipo2;demandgen;7937,750802;628377;6149;2379;6
09/07/2024;conversao;midia1;tipo2;pmax;93607,63835;4400886;82418;61035;862
09/07/2024;conversao;midia1;tipo1;search;14244,01209;30459;7739;6538;408
10/07/2024;afiliados;midia3;tipo2;afiliados;437279,4221;128471107;513490;4108;268
10/07/2024;afiliados;midia3;tipo1;afiliados;3677,819998;56045;1481;1227;27
10/07/2024;consideracao;midia2;tipo3;ppl;67905,04;4689521;19866;2890;106
10/07/2024;consideracao;midia1;tipo1;1p-2p;90735,77984;62886;13553;11373;1603
10/07/2024;consideracao;midia1;tipo1;3p;5282,876796;11532;1047;799;46
10/07/2024;consideracao;midia1;tipo1;dsa;2810,124179;29287;1508;157;14
10/07/2024;consideracao;midia1;tipo1;termos;52,361844;200;13;13;0
10/07/2024;consideracao;midia6;tipo2;instantpage;1147,9;225229;13805;9581;0
10/07/2024;consideracao;midia6;tipo3;display;2965,22;330164;1178;251;8
10/07/2024;consideracao;midia7;tipo2;instantpage;2199,999999;458207;127708;;
10/07/2024;conversao;midia2;tipo3;alcance-com;2375,75;834859;567;287;1
10/07/2024;conversao;midia2;tipo3;ppl;2680,69;938415;649;;
10/07/2024;conversao;midia2;tipo3;propensao;29982,72;1672139;4558;2762;260
10/07/2024;conversao;midia1;tipo2;demandgen;10846,60863;887269;9212;3542;9
10/07/2024;conversao;midia1;tipo2;pmax;91916,15196;4463078;83703;60313;773
10/07/2024;conversao;midia1;tipo1;search;15508,33311;33255;7964;6944;446
11/07/2024;afiliados;midia3;tipo2;afiliados;438906,8129;131652001;525037;3710;270
11/07/2024;afiliados;midia3;tipo1;afiliados;3525,19;61752;1346;1102;54
11/07/2024;consideracao;midia2;tipo3;ppl;62064,76;4379423;18199;2570;88
11/07/2024;consideracao;midia1;tipo1;1p-2p;77598,22016;57388;12612;10404;1384
11/07/2024;consideracao;midia1;tipo1;3p;7112,121286;11474;1077;773;33
11/07/2024;consideracao;midia1;tipo1;dsa;3046,483576;29247;1505;189;16
11/07/2024;consideracao;midia1;tipo1;termos;129,888869;210;25;18;2
11/07/2024;consideracao;midia6;tipo2;instantpage;1009,52;321847;12385;9595;1
11/07/2024;consideracao;midia6;tipo3;display;3117,48;324391;1129;211;6
11/07/2024;consideracao;midia7;tipo2;instantpage;2200;487069;135531;;
11/07/2024;conversao;midia2;tipo3;alcance-com;2359,209999;868916;556;314;0
11/07/2024;conversao;midia2;tipo3;ppl;2821,43;1057884;705;;
11/07/2024;conversao;midia2;tipo3;propensao;29435,24;1717528;4656;2733;236
11/07/2024;conversao;midia1;tipo2;demandgen;9723,757167;978637;11300;4485;4
11/07/2024;conversao;midia1;tipo2;pmax;88653,54716;4789712;82584;58404;804
11/07/2024;conversao;midia1;tipo1;search;18065,68724;29003;7523;6464;395
12/07/2024;afiliados;midia3;tipo2;afiliados;409850,6365;131799453;473336;4638;394
12/07/2024;afiliados;midia3;tipo1;afiliados;3329,19;45202;1231;953;35
12/07/2024;consideracao;midia2;tipo3;ppl;63598,43;4485824;15362;1496;53
12/07/2024;consideracao;midia1;tipo1;1p-2p;68805,06318;54186;11401;9554;1319
12/07/2024;consideracao;midia1;tipo1;3p;7375,09114;8146;740;532;18
12/07/2024;consideracao;midia1;tipo1;dsa;2530,989692;27985;1393;160;14
12/07/2024;consideracao;midia1;tipo1;termos;113,845532;218;28;20;2
12/07/2024;consideracao;midia6;tipo2;instantpage;829,55;149532;7531;4899;0
12/07/2024;consideracao;midia6;tipo3;display;2386,55;207037;688;147;5
12/07/2024;consideracao;midia7;tipo2;instantpage;1567,09;271859;75337;;
12/07/2024;conversao;midia2;tipo3;alcance-com;2358,6;1124144;660;290;1
12/07/2024;conversao;midia2;tipo3;ppl;2970,53;1414848;827;;
12/07/2024;conversao;midia2;tipo3;propensao;25549,64;1414489;3896;2215;239
12/07/2024;conversao;midia1;tipo2;demandgen;5897,883432;539210;4054;1650;2
12/07/2024;conversao;midia1;tipo2;pmax;73796,93082;4354324;68024;50287;665
12/07/2024;conversao;midia1;tipo1;search;16683,77496;27363;6986;5922;352
13/07/2024;afiliados;midia3;tipo2;afiliados;295010,9185;111609064;484589;2738;138
13/07/2024;afiliados;midia3;tipo1;afiliados;1600,109999;32290;651;468;13
13/07/2024;consideracao;midia2;tipo3;ppl;53561,71;3847964;15676;1407;43
13/07/2024;consideracao;midia1;tipo1;1p-2p;58770,33247;46026;9346;7551;837
13/07/2024;consideracao;midia1;tipo1;3p;6914,534641;10830;965;711;25
13/07/2024;consideracao;midia1;tipo1;dsa;1566,493687;28409;1024;141;11
13/07/2024;consideracao;midia1;tipo1;termos;64,055149;211;21;17;2
13/07/2024;consideracao;midia6;tipo2;instantpage;499,83;62523;5061;2;0
13/07/2024;consideracao;midia6;tipo3;display;2220,35;229102;758;196;5
13/07/2024;conversao;midia2;tipo3;alcance-com;2159,69;1116443;730;308;1
13/07/2024;conversao;midia2;tipo3;ppl;2439,53;1266491;808;;
13/07/2024;conversao;midia2;tipo3;propensao;13849,74;804970;2323;1406;156
13/07/2024;conversao;midia1;tipo2;demandgen;10749,56783;1072750;7343;2874;1
13/07/2024;conversao;midia1;tipo2;pmax;94183,01614;5563994;92802;62509;717
13/07/2024;conversao;midia1;tipo1;search;12947,3765;19958;5318;4478;274
14/07/2024;afiliados;midia3;tipo2;afiliados;285732,7583;130388826;483062;2632;196
14/07/2024;afiliados;midia3;tipo1;afiliados;1231,119999;43990;629;420;19
14/07/2024;consideracao;midia2;tipo3;ppl;57839,42;4383736;14605;1267;31
14/07/2024;consideracao;midia1;tipo1;1p-2p;53684,87105;37285;7784;6063;498
14/07/2024;consideracao;midia1;tipo1;3p;7587,017651;11628;1197;828;48
14/07/2024;consideracao;midia1;tipo1;dsa;1812,531787;28508;950;112;11
14/07/2024;consideracao;midia1;tipo1;termos;121,931816;207;25;17;0
14/07/2024;consideracao;midia6;tipo2;instantpage;523,73;76195;7341;1;0
14/07/2024;consideracao;midia6;tipo3;display;2084,98;187710;610;151;6
14/07/2024;conversao;midia2;tipo3;alcance-com;2206,37;1028642;707;333;0
14/07/2024;conversao;midia2;tipo3;ppl;2520,98;1175062;796;;
14/07/2024;conversao;midia2;tipo3;propensao;14818,17;927151;2590;1494;136
14/07/2024;conversao;midia1;tipo2;demandgen;9599,151523;943157;7872;2883;4
14/07/2024;conversao;midia1;tipo2;pmax;75464,09153;4705177;80619;57283;716
14/07/2024;conversao;midia1;tipo1;search;11713,39198;14221;4013;3456;243
15/07/2024;afiliados;midia3;tipo2;afiliados;364880,9524;116907345;465729;3148;238
15/07/2024;afiliados;midia3;tipo1;afiliados;4734,469999;139614;1986;1494;48
15/07/2024;consideracao;midia2;tipo3;ppl;67837,62;5038278;16658;1529;34
15/07/2024;consideracao;midia1;tipo1;1p-2p;82423,05192;61972;13471;10702;991
15/07/2024;consideracao;midia1;tipo1;3p;8071,949139;13827;1228;912;45
15/07/2024;consideracao;midia1;tipo1;dsa;3201,917295;31901;1716;199;13
15/07/2024;consideracao;midia1;tipo1;termos;212,742028;377;51;36;1
15/07/2024;consideracao;midia6;tipo2;instantpage;496,16;69500;9757;2;0
15/07/2024;consideracao;midia6;tipo3;display;2364,88;202840;701;133;5
15/07/2024;conversao;midia2;tipo3;alcance-com;4139,07;1493890;1189;555;1
15/07/2024;conversao;midia2;tipo3;ppl;4783,08;1725138;1271;;
15/07/2024;conversao;midia2;tipo3;propensao;16103,88;954457;2723;1701;201
15/07/2024;conversao;midia1;tipo2;demandgen;7978,466193;727250;6448;2294;3
15/07/2024;conversao;midia1;tipo2;pmax;85362,8473;4073817;73074;53428;874
15/07/2024;conversao;midia1;tipo1;search;22257,847;35217;8825;7450;404
16/07/2024;afiliados;midia3;tipo2;afiliados;322195,4187;128212145;513491;5426;606
16/07/2024;afiliados;midia3;tipo1;afiliados;2748,589999;100329;1403;1085;30
16/07/2024;consideracao;midia2;tipo3;ppl;66754,81;4651631;16059;1559;39
16/07/2024;consideracao;midia1;tipo1;1p-2p;70031,89923;59477;12644;10232;836
16/07/2024;consideracao;midia1;tipo1;3p;7779,670185;14392;1228;908;59
16/07/2024;consideracao;midia1;tipo1;dsa;2637,202464;31440;1468;133;16
16/07/2024;consideracao;midia1;tipo1;termos;178,338052;325;43;30;3
16/07/2024;consideracao;midia6;tipo2;instantpage;539,27;70757;8469;1;0
16/07/2024;consideracao;midia6;tipo3;display;2054,6;200994;629;128;6
16/07/2024;conversao;midia2;tipo3;alcance-com;5446,55;1581243;1245;586;4
16/07/2024;conversao;midia2;tipo3;ppl;6077,56;1763788;1395;;
16/07/2024;conversao;midia2;tipo3;propensao;17393,06;1008089;2916;1781;236
16/07/2024;conversao;midia1;tipo2;demandgen;6417,177877;591572;4499;1792;4
16/07/2024;conversao;midia1;tipo2;pmax;82943,03467;3827843;70392;52422;894
16/07/2024;conversao;midia1;tipo1;search;18593,01295;30594;7962;6824;435
17/07/2024;afiliados;midia3;tipo2;afiliados;358144,9104;117118063;438463;5404;710
17/07/2024;afiliados;midia3;tipo1;afiliados;3630,489995;98182;1459;1109;43
17/07/2024;consideracao;midia2;tipo3;ppl;65654,5;4677899;15469;1880;81
17/07/2024;consideracao;midia1;tipo1;1p-2p;53002,95651;47278;11555;9371;820
17/07/2024;consideracao;midia1;tipo1;3p;7772,406129;14158;1243;926;45
17/07/2024;consideracao;midia1;tipo1;dsa;2190,766267;28866;1430;152;14
17/07/2024;consideracao;midia1;tipo1;termos;361,350547;498;79;63;7
17/07/2024;consideracao;midia6;tipo2;instantpage;501,42;47012;6434;;
17/07/2024;consideracao;midia6;tipo3;display;1746,259999;182334;725;140;4
17/07/2024;conversao;midia2;tipo3;alcance-com;3006,01;823448;674;306;4
17/07/2024;conversao;midia2;tipo3;ppl;5133,05;1389490;5413;;
17/07/2024;conversao;midia2;tipo3;propensao;17235;1069635;3037;1886;220
17/07/2024;conversao;midia2;tipo3;trafego;3110,64;689695;7838;3814;0
17/07/2024;conversao;midia1;tipo2;demandgen;9887,581129;921241;8402;2995;3
17/07/2024;conversao;midia1;tipo2;pmax;87388,99224;5189649;76823;54505;857
17/07/2024;conversao;midia1;tipo1;search;16637,62773;28543;7631;6649;439
18/07/2024;afiliados;midia3;tipo2;afiliados;300385,6169;100504142;388217;4412;562
18/07/2024;afiliados;midia3;tipo1;afiliados;3448,17;96971;1408;1020;27
18/07/2024;consideracao;midia2;tipo3;ppl;59392,46;3796894;13404;1823;87
18/07/2024;consideracao;midia1;tipo1;1p-2p;56006,71844;47888;11611;9336;847
18/07/2024;consideracao;midia1;tipo1;3p;7449,866526;12365;1007;752;43
18/07/2024;consideracao;midia1;tipo1;dsa;2155,058143;27704;1375;149;13
18/07/2024;consideracao;midia1;tipo1;termos;144,560257;430;33;28;2
18/07/2024;consideracao;midia6;tipo2;instantpage;494,06;51759;7190;;
18/07/2024;consideracao;midia6;tipo3;display;2420,92;226301;685;152;9
18/07/2024;conversao;midia2;tipo3;ppl;3694,06;665925;9627;;
18/07/2024;conversao;midia2;tipo3;propensao;15853,75;953138;2689;1642;190
18/07/2024;conversao;midia2;tipo3;trafego;7852,55;1055776;19148;9457;1
18/07/2024;conversao;midia1;tipo2;demandgen;7939,2684;695180;5677;2197;10
18/07/2024;conversao;midia1;tipo2;pmax;94753,4091;7096805;108542;69727;889
18/07/2024;conversao;midia1;tipo1;search;16279,74268;26221;7120;6191;396
19/07/2024;afiliados;midia3;tipo2;afiliados;358279,6225;98649217;356811;3376;326
19/07/2024;afiliados;midia3;tipo1;afiliados;3342,539999;93424;1382;1033;28
19/07/2024;consideracao;midia2;tipo3;ppl;47050,49;2845600;9812;1213;55
19/07/2024;consideracao;midia1;tipo1;1p-2p;53854,38677;46719;10928;8851;764
19/07/2024;consideracao;midia1;tipo1;3p;5003,893843;10603;813;620;27
19/07/2024;consideracao;midia1;tipo1;dsa;1894,985956;18436;1158;122;9
19/07/2024;consideracao;midia1;tipo1;termos;168,606553;321;31;18;1
19/07/2024;consideracao;midia6;tipo2;instantpage;474,01;42989;7085;31;0
19/07/2024;consideracao;midia6;tipo3;display;1357,25;113347;344;84;8
19/07/2024;consideracao;midia7;tipo2;instantpage;458,37;50475;5975;;
19/07/2024;conversao;midia2;tipo3;ppl;4155,4;700042;10677;;
19/07/2024;conversao;midia2;tipo3;propensao;18056,33;1108587;3026;1801;153
19/07/2024;conversao;midia2;tipo3;trafego;7210,06;979060;18158;9361;1
19/07/2024;conversao;midia1;tipo2;demandgen;8071,35244;726754;5760;2265;3
19/07/2024;conversao;midia1;tipo2;pmax;106180,8564;7757351;142658;95620;1101
19/07/2024;conversao;midia1;tipo1;search;13904,92969;24257;6577;5799;367
20/07/2024;afiliados;midia3;tipo2;afiliados;175266,3195;87147093;251967;1748;122
20/07/2024;afiliados;midia3;tipo1;afiliados;1410,249998;68846;718;479;10
20/07/2024;consideracao;midia2;tipo3;ppl;31243,96;1941326;7205;979;56
20/07/2024;consideracao;midia1;tipo1;1p-2p;41528,55867;37121;8368;6794;451
20/07/2024;consideracao;midia1;tipo1;3p;3765,271114;8848;697;564;18
20/07/2024;consideracao;midia1;tipo1;dsa;1718,589073;13833;964;125;8
20/07/2024;consideracao;midia1;tipo1;termos;126,612266;225;29;20;0
20/07/2024;consideracao;midia6;tipo2;instantpage;471,35;71612;5151;133;1
20/07/2024;consideracao;midia6;tipo3;display;1260,68;121616;358;77;2
20/07/2024;consideracao;midia7;tipo2;instantpage;1000;146756;19239;;
20/07/2024;conversao;midia2;tipo3;ppl;4328,59;912381;11735;;
20/07/2024;conversao;midia2;tipo3;propensao;14239,08;806688;2278;1484;72
20/07/2024;conversao;midia2;tipo3;trafego;7300,34;1238846;19545;10557;0
20/07/2024;conversao;midia1;tipo2;demandgen;8796,174472;899812;7388;2867;1
20/07/2024;conversao;midia1;tipo2;pmax;83632,08334;6291940;116615;82316;419
20/07/2024;conversao;midia1;tipo1;search;13814,7495;16812;4829;4080;211
21/07/2024;afiliados;midia3;tipo2;afiliados;226769,8941;81275225;219643;1392;108
21/07/2024;afiliados;midia3;tipo1;afiliados;844,859999;27677;408;308;4
21/07/2024;consideracao;midia2;tipo3;ppl;38034,45;2707891;8960;1101;44
21/07/2024;consideracao;midia1;tipo1;1p-2p;41600,83994;29859;7351;5726;386
21/07/2024;consideracao;midia1;tipo1;3p;3186,699175;8156;655;496;16
21/07/2024;consideracao;midia1;tipo1;dsa;1105,146593;19000;815;75;4
21/07/2024;consideracao;midia1;tipo1;termos;85,6;188;15;10;0
21/07/2024;consideracao;midia6;tipo2;instantpage;467,23;132033;5146;93;1
21/07/2024;consideracao;midia6;tipo3;display;1287,11;120254;352;82;5
21/07/2024;consideracao;midia7;tipo2;instantpage;801,24;111271;17077;;
21/07/2024;conversao;midia2;tipo3;ppl;4490,03;848527;12191;;
21/07/2024;conversao;midia2;tipo3;propensao;15742,2;992210;2722;1638;87
21/07/2024;conversao;midia2;tipo3;trafego;8097,29;1258656;21411;10881;0
21/07/2024;conversao;midia1;tipo2;demandgen;9540,195017;929406;8212;3073;1
21/07/2024;conversao;midia1;tipo2;pmax;75672,20633;5512164;96858;67527;428
21/07/2024;conversao;midia1;tipo1;search;42975,02809;13089;3993;3374;176
22/07/2024;afiliados;midia3;tipo2;afiliados;204791,8504;97553504;268141;2788;216
22/07/2024;afiliados;midia3;tipo1;afiliados;3818,459999;61883;1461;1109;24
22/07/2024;consideracao;midia2;tipo3;ppl;32750,54;2034542;8210;912;45
22/07/2024;consideracao;midia1;tipo1;1p-2p;59116,31356;50044;12135;9730;709
22/07/2024;consideracao;midia1;tipo1;3p;4747,33049;11058;912;675;28
22/07/2024;consideracao;midia1;tipo1;dsa;1417,732791;16379;1039;104;9
22/07/2024;consideracao;midia1;tipo1;termos;145,027666;286;39;22;0
22/07/2024;consideracao;midia6;tipo2;instantpage;542,27;333183;3945;117;0
22/07/2024;consideracao;midia6;tipo3;display;1486,87;118998;463;133;5
22/07/2024;consideracao;midia7;tipo2;instantpage;809,59;99001;16619;;
22/07/2024;conversao;midia2;tipo3;ppl;2759,2;484945;7808;;
22/07/2024;conversao;midia2;tipo3;propensao;10058,36;517925;1640;1164;124
22/07/2024;conversao;midia2;tipo3;trafego;5775,92;797372;15723;8002;0
22/07/2024;conversao;midia1;tipo2;demandgen;8012,692641;754826;7074;2898;3
22/07/2024;conversao;midia1;tipo2;pmax;57154,51293;3769131;56040;50030;498
22/07/2024;conversao;midia1;tipo1;search;42886,87871;28162;7863;6624;347
23/07/2024;afiliados;midia3;tipo2;afiliados;200703,4319;86939896;182284;1968;192
23/07/2024;afiliados;midia3;tipo1;afiliados;3085,829999;101730;1378;1016;33
23/07/2024;consideracao;midia2;tipo3;ppl;24095,41;1548589;7504;967;45
23/07/2024;consideracao;midia1;tipo1;1p-2p;58270,0209;51993;12556;10335;1263
23/07/2024;consideracao;midia1;tipo1;3p;4335,617879;11496;912;777;140
23/07/2024;consideracao;midia1;tipo1;dsa;1359,987428;15391;1002;81;12
23/07/2024;consideracao;midia1;tipo1;termos;111,051721;267;30;15;0
23/07/2024;consideracao;midia6;tipo2;instantpage;557,42;602378;3078;105;2
23/07/2024;consideracao;midia6;tipo3;display;1153,659999;117146;845;320;4
23/07/2024;consideracao;midia7;tipo2;instantpage;798,35;116379;21687;;
23/07/2024;conversao;midia2;tipo3;ppl;1936,39;364962;5764;;
23/07/2024;conversao;midia2;tipo3;pre;6,27;203;4;10;0
23/07/2024;conversao;midia2;tipo3;propensao;7902,41;402911;1439;1036;161
23/07/2024;conversao;midia2;tipo3;remarketing;2141,239999;85914;895;709;24
23/07/2024;conversao;midia2;tipo3;trafego;3883,2;546573;10935;5784;0
23/07/2024;conversao;midia1;tipo2;demandgen;8080,213199;644219;6221;2336;9
23/07/2024;conversao;midia1;tipo2;pmax;37384,58822;2582368;38666;33478;483
23/07/2024;conversao;midia1;tipo1;search;35861,46988;22548;6363;5497;412
24/07/2024;afiliados;midia3;tipo2;afiliados;147756,6226;101746596;156656;3938;510
24/07/2024;afiliados;midia3;tipo1;afiliados;1641,249999;41634;768;396;10
24/07/2024;consideracao;midia2;tipo3;ppl;8478,95;633349;2417;343;25
24/07/2024;consideracao;midia1;tipo1;1p-2p;51376,86182;40786;11300;9619;1243
24/07/2024;consideracao;midia1;tipo1;3p;3167,24829;7016;531;439;54
24/07/2024;consideracao;midia1;tipo1;dsa;1963,81573;25593;1681;124;14
24/07/2024;consideracao;midia1;tipo1;termos;561,918844;813;141;101;4
24/07/2024;consideracao;midia6;tipo2;instantpage;132,88;123307;694;33;0
24/07/2024;consideracao;midia6;tipo3;display;335,56;35017;165;46;2
24/07/2024;consideracao;midia6;tipo3;remarketing;755,35;68648;1257;710;0
24/07/2024;consideracao;midia6;tipo3;tiktok-prospect;471,61;45168;145;40;3
24/07/2024;consideracao;midia7;tipo2;instantpage;711,66;116978;15248;37;0
